"id","x","y","t","parent_index","district"
71117,10.1418760285774,12.0798641751054,847,0,"USAQUEN"
92291,10.4670750788442,13.164317956769,1103,0,"USAQUEN"
121893,10.9545227654847,13.3433508526974,1455,0,"USAQUEN"
57701,10.6063271009025,14.8903164768955,688,0,"USAQUEN"
139365,10.7218392800486,17.4096918350521,1662,0,"USAQUEN"
52399,10.2235440216186,18.3548718930864,624,0,"USAQUEN"
145678,10.900892506572,18.2831754716343,1737,0,"USAQUEN"
49442,10.8720566187194,18.9830701267796,590,0,"USAQUEN"
82637,10.1191454348806,19.5555072528167,986,0,"USAQUEN"
149835,10.8039178090189,19.1774949393412,1786,0,"USAQUEN"
127167,10.5659065066089,20.1503493572535,1518,0,"USAQUEN"
117356,10.1302755268752,20.0597586055937,1402,0,"USAQUEN"
113479,10.0420695511861,21.4327255323254,1356,0,"USAQUEN"
102167,10.520048924914,22.613879538732,1222,0,"USAQUEN"
139330,10.9636352532357,22.8135683890306,1662,0,"USAQUEN"
63492,10.0709487274866,26.7269918061272,756,0,"USAQUEN"
119827,10.7340260192916,26.2062267890674,1430,0,"USAQUEN"
60969,10.0791920838928,26.340650687908,727,0,"USAQUEN"
63414,10.8027244981563,27.9821303042634,755,0,"USAQUEN"
156482,10.1721562059718,27.6976895718357,1865,0,"USAQUEN"
133812,10.5652886724209,27.1365314045197,1596,0,"USAQUEN"
75242,10.2820198122598,28.8679138315515,895,0,"USAQUEN"
50075,10.2398511130958,28.2004696583248,596,0,"USAQUEN"
70862,10.1701783991721,28.5668247316807,844,0,"USAQUEN"
48338,11.8343605412925,13.5226492858444,577,0,"USAQUEN"
121305,11.7478758019932,27.4625191995033,1447,0,"USAQUEN"
119993,11.1864481334989,27.9586250991828,1432,0,"USAQUEN"
81823,5.73554518035112,15.7804810251811,976,0,"USAQUEN"
53832,5.23555713415047,15.6836836640706,641,0,"USAQUEN"
108602,5.75352930720968,15.1556193008773,1298,0,"USAQUEN"
95281,6.54819235210273,15.305927061754,1139,0,"USAQUEN"
161472,6.87441908041048,15.7820719270312,1926,0,"USAQUEN"
103755,6.29244874670378,15.0789655811957,1240,0,"USAQUEN"
138378,6.14833961748316,16.2632721905307,1650,0,"USAQUEN"
43363,6.72007418701335,16.9124426959549,518,0,"USAQUEN"
94877,6.28799519346284,17.2261773360677,1134,0,"USAQUEN"
146497,6.33593752916696,17.4750887593984,1746,0,"USAQUEN"
121934,6.82280921854459,17.1904159392363,1455,0,"USAQUEN"
164878,6.53381367890753,17.7803451744181,1966,0,"USAQUEN"
89004,6.63733800191277,18.9632252238468,1064,0,"USAQUEN"
59962,6.38210039608703,18.0635602628499,715,0,"USAQUEN"
93401,6.78787269733256,18.1039743646598,1117,0,"USAQUEN"
76115,6.55830231764899,19.6045548402235,907,0,"USAQUEN"
103255,6.87564662760915,19.4642248662759,1235,0,"USAQUEN"
103719,6.68570200801095,19.1143850340445,1240,0,"USAQUEN"
106316,6.58579664334188,19.9333139052562,1271,0,"USAQUEN"
151783,6.53791020044689,20.3895252286578,1810,0,"USAQUEN"
151520,6.01712693634078,20.8646108067363,1807,0,"USAQUEN"
135763,6.54848947940302,20.471416150567,1618,0,"USAQUEN"
102989,6.58761208783936,20.5646938112461,1232,0,"USAQUEN"
125964,6.82024093600286,20.6562940481882,1503,0,"USAQUEN"
162649,6.73592072933772,21.3572047149883,1940,0,"USAQUEN"
51394,7.79506977809978,14.7505641964171,612,0,"USAQUEN"
60094,7.50917649760508,14.0344089892792,716,0,"USAQUEN"
154425,7.79457834887424,14.4918159236827,1842,0,"USAQUEN"
87151,7.30496709115682,15.8128107473078,1041,0,"USAQUEN"
123740,7.86085249704746,16.6035847891419,1477,0,"USAQUEN"
162747,7.13395605347343,17.7556291155327,1941,0,"USAQUEN"
160283,7.95832317438033,17.1925854105789,1912,0,"USAQUEN"
150450,7.94787371789574,17.2246421930914,1793,0,"USAQUEN"
134223,7.5594681196668,17.033800140028,1601,0,"USAQUEN"
155696,7.64351677522833,18.4408559747845,1857,0,"USAQUEN"
124916,7.90107493093782,20.7807370064164,1491,0,"USAQUEN"
64341,7.12495065379696,20.2326672820491,767,0,"USAQUEN"
114008,7.61824311383688,20.6963313578389,1362,0,"USAQUEN"
100900,7.52079654892891,21.743550578333,1207,0,"USAQUEN"
95154,7.36211084334175,21.3195346681081,1138,0,"USAQUEN"
104994,7.02567490086052,21.1752556693814,1255,0,"USAQUEN"
139323,7.26540431613054,22.3400428913875,1661,0,"USAQUEN"
52807,7.13926715650065,22.0324681540908,629,0,"USAQUEN"
84063,7.51322788107701,22.1599942320108,1004,0,"USAQUEN"
92693,7.509040428074,23.7691996515071,1108,0,"USAQUEN"
45500,7.0795776540603,23.135072347099,542,0,"USAQUEN"
68915,7.95732493713858,23.2408073344454,822,0,"USAQUEN"
57442,7.97331105837158,23.325220589824,684,0,"USAQUEN"
87286,7.27228344947481,24.6124184693413,1042,0,"USAQUEN"
57609,7.34843302898071,24.8624631308252,686,0,"USAQUEN"
148371,7.45636776376869,24.8110932060352,1768,0,"USAQUEN"
151519,7.20077188907861,24.3018131883424,1807,0,"USAQUEN"
43453,7.47866448693172,24.3805949434714,519,0,"USAQUEN"
118470,7.16599599079145,25.1254054228144,1415,0,"USAQUEN"
52791,7.77993592115072,26.1592459300875,628,0,"USAQUEN"
55441,7.03438611302943,26.8199312634671,660,0,"USAQUEN"
59071,7.47234991628152,26.5817063881992,705,0,"USAQUEN"
139492,7.51895183512013,26.4442959366192,1663,0,"USAQUEN"
86531,7.20509784306626,27.6883922066914,1033,0,"USAQUEN"
89749,8.34068792728437,14.6886946669056,1073,0,"USAQUEN"
152339,8.16429529279411,14.2471841362698,1816,0,"USAQUEN"
68616,8.77405217371488,14.5279153632492,818,0,"USAQUEN"
66331,8.63224618835526,14.4118072543245,791,0,"USAQUEN"
131601,8.33404959358692,14.3796595698093,1570,0,"USAQUEN"
99744,8.04072731601748,15.2005045372665,1193,0,"USAQUEN"
63965,8.11810469995392,15.0701594168346,762,0,"USAQUEN"
140695,8.73236937941593,15.5249111104558,1678,0,"USAQUEN"
64117,8.40515202670467,15.5715222876644,764,0,"USAQUEN"
154251,8.54991450035958,16.71822319402,1840,0,"USAQUEN"
100001,8.36325787968268,16.596643824081,1196,0,"USAQUEN"
128654,8.27873776098786,16.633095512558,1536,0,"USAQUEN"
139158,8.03575670835777,16.4738553669839,1660,0,"USAQUEN"
143107,8.08969678467599,17.0962178556289,1706,0,"USAQUEN"
123480,8.54417393648759,17.5525105615815,1474,0,"USAQUEN"
142157,8.4508893525036,18.4139136636557,1695,0,"USAQUEN"
44362,8.18359146751841,18.2324715726484,530,0,"USAQUEN"
147918,8.31515244060358,18.7465979256377,1763,0,"USAQUEN"
149083,8.63407041548351,18.8480567957593,1776,0,"USAQUEN"
69207,8.29599026530631,18.0523415453211,825,0,"USAQUEN"
135086,8.25176257206692,20.4623849942589,1611,0,"USAQUEN"
72744,8.72094317679931,20.5903587492118,867,0,"USAQUEN"
42663,8.72185357548434,21.2664189021727,510,0,"USAQUEN"
56396,8.19227594594725,21.4105659134109,672,0,"USAQUEN"
75879,8.25750231524678,21.812428249281,904,0,"USAQUEN"
121219,8.34092363741503,21.8110636534125,1447,0,"USAQUEN"
48880,8.75922710524391,21.4059980950761,584,0,"USAQUEN"
148292,8.9285999618064,22.9435741818935,1767,0,"USAQUEN"
83604,8.82166037747782,22.8025981116684,997,0,"USAQUEN"
162893,8.03195709975881,22.5296674766713,1943,0,"USAQUEN"
43088,8.2456665443828,23.9858417545075,514,0,"USAQUEN"
153997,8.96531028657692,23.0341991568578,1837,0,"USAQUEN"
156013,8.61477804411604,24.1081495669004,1861,0,"USAQUEN"
134400,8.32902518772039,24.1704166795207,1603,0,"USAQUEN"
83137,8.63419463397517,25.7820032175537,992,0,"USAQUEN"
82388,8.34379724192927,26.2437452985421,982,0,"USAQUEN"
88829,8.19909871489063,27.0914218770021,1061,0,"USAQUEN"
56554,8.67170336357713,27.3795663331251,673,0,"USAQUEN"
95252,8.8011375497418,28.9662184051,1139,0,"USAQUEN"
133555,8.03948585379992,28.989820177133,1593,0,"USAQUEN"
83126,8.25354211434578,28.2525729166981,991,0,"USAQUEN"
67303,8.19666247191412,29.2570683419333,802,0,"USAQUEN"
285145,9.84025508366169,13.4094848590386,1762,147802,"USAQUEN"
285184,9.93307274006745,13.1186905583001,1037,86511,"USAQUEN"
285257,9.8215923424114,14.1256561588582,571,47554,"USAQUEN"
285354,9.01633928802563,14.6821711315493,1080,90223,"USAQUEN"
285407,9.12794388054905,15.5168748438816,1683,141069,"USAQUEN"
285480,9.44060431911844,15.778442631545,1648,137867,"USAQUEN"
285520,9.54114857678235,16.6740334450225,1720,143516,"USAQUEN"
285605,9.03532356478934,16.8987517790098,801,64814,"USAQUEN"
329627,9.06627928088679,17.4700952035351,725,60701,"USAQUEN"
285799,9.33879830171542,18.4946590912219,529,43787,"USAQUEN"
285780,9.85250556374262,18.8609062395799,1738,144960,"USAQUEN"
286025,9.91848467865898,19.8194927444041,1609,134573,"USAQUEN"
285974,9.82965707945836,19.6289283883232,1917,159687,"USAQUEN"
286218,9.08545892575116,21.5130200067893,711,59442,"USAQUEN"
286357,9.28027584654048,22.2368717974201,1021,85128,"USAQUEN"
286364,9.08406791690482,22.7386214440049,813,68138,"USAQUEN"
286491,9.60000419107258,23.011908540885,1148,95326,"USAQUEN"
286558,9.28208802847946,24.468516487871,716,59341,"USAQUEN"
286630,9.36602554371675,25.3405578238502,501,41858,"USAQUEN"
288891,9.97409167423802,26.6611926851653,1214,101304,"USAQUEN"
286860,9.30058484590491,27.5123457901086,1556,130213,"USAQUEN"
286857,9.18975867318877,27.736055670882,1729,144214,"USAQUEN"
286879,9.70366610862677,27.7916899663321,1854,155338,"USAQUEN"
286838,9.41701344278714,27.2220754016744,1654,138412,"USAQUEN"
286919,9.56544212679434,28.7006430293212,743,60293,"USAQUEN"
287134,9.32757707201029,29.7574366832892,1897,158750,"USAQUEN"
287133,9.36892842220806,29.9061516427827,1895,158750,"USAQUEN"
287192,9.4800835465127,29.5805373153223,1648,137575,"USAQUEN"
285093,10.000468266864,12.4010750229776,1213,100629,"USAQUEN"
287847,10.6276338030453,12.2763738169098,1354,112917,"USAQUEN"
287936,10.2327672125192,13.0543352061672,1193,99456,"USAQUEN"
288222,10.7237731119776,19.0418385752899,1461,122154,"USAQUEN"
288443,10.5172717605189,19.4494242804089,1595,133632,"USAQUEN"
288636,10.8873937086755,21.6070184445418,1065,88760,"USAQUEN"
288713,10.6784005378211,21.8421070749799,1861,155814,"USAQUEN"
288718,10.9539409219052,21.7545960989247,591,49439,"USAQUEN"
288638,10.3199370211853,21.8502970054228,1185,97876,"USAQUEN"
288791,10.1838723164256,22.6184533385459,1561,130559,"USAQUEN"
288773,10.0676824653653,22.7161857600155,1266,105863,"USAQUEN"
288860,10.1701532641411,26.2251493054625,588,48979,"USAQUEN"
288839,10.6404171486706,26.7996999798253,639,53235,"USAQUEN"
288930,10.3117490877631,27.866312121479,1726,144549,"USAQUEN"
288961,10.8508117632522,27.5662099617584,1645,137342,"USAQUEN"
289055,10.4864845370244,28.9077897526273,527,44009,"USAQUEN"
289224,10.4198432173584,29.8937963226368,1035,86530,"USAQUEN"
289870,11.1000046265944,13.2620291625122,1970,165108,"USAQUEN"
289985,11.7194469767738,27.3775920285098,1450,121305,"USAQUEN"
289989,11.1340594535099,27.7847265048787,758,62838,"USAQUEN"
314469,5.77011506402765,15.4751905675761,595,48754,"USAQUEN"
320071,6.29436481789918,15.815843243166,1183,98690,"USAQUEN"
319977,6.90514101848382,15.4872415211257,850,70665,"USAQUEN"
319972,6.32613992841812,15.3071330493627,947,77496,"USAQUEN"
320218,6.53014827290452,16.0796503992867,1047,86775,"USAQUEN"
320208,6.6767880537065,16.7477475424787,1823,152623,"USAQUEN"
320097,6.19731107802202,16.8557768513408,1756,147097,"USAQUEN"
320289,6.18740881519025,17.0839143994572,1729,144901,"USAQUEN"
320266,6.78490050298566,17.0341028651646,1290,107822,"USAQUEN"
320343,6.90031698604457,17.1641935498226,1070,88201,"USAQUEN"
320395,6.30969663779568,18.0548073003255,587,48633,"USAQUEN"
320391,6.24439559366435,18.718451140694,977,81579,"USAQUEN"
320494,6.28962766703101,18.15585740969,1663,139243,"USAQUEN"
320440,6.61908487291731,18.9284145077011,1501,125499,"USAQUEN"
320477,6.34459636338075,18.8077871378459,1775,148289,"USAQUEN"
320420,6.43327854950747,18.8868506661723,1452,121444,"USAQUEN"
320660,6.23257092065322,18.9307159242771,1419,118210,"USAQUEN"
320766,6.23440590297883,19.2129227120077,1247,104206,"USAQUEN"
320796,6.49489929228619,19.7979496356585,1778,148922,"USAQUEN"
320856,6.45685211721714,20.8277323378959,1445,120791,"USAQUEN"
320860,6.17457100491968,20.1061608403255,658,54896,"USAQUEN"
320811,6.10042794409237,20.1088592754397,1679,140446,"USAQUEN"
320931,6.09690913550852,20.2742004356747,968,80861,"USAQUEN"
321137,6.16069920631312,21.6147234219222,1881,157552,"USAQUEN"
315456,6.01933907986448,21.5892179103481,1159,96878,"USAQUEN"
321090,6.4877626170574,21.6935789736471,1076,88669,"USAQUEN"
324950,7.30901223672916,15.1918495148021,1073,89680,"USAQUEN"
325037,7.81647715428472,15.857380463613,1782,149081,"USAQUEN"
325166,7.32427322614972,16.5837119100392,643,53484,"USAQUEN"
325089,7.81849143648197,16.8085037009714,897,75043,"USAQUEN"
325107,7.56586881879396,16.7016332606648,821,67362,"USAQUEN"
325299,7.72031629729096,17.7657384975423,1673,139453,"USAQUEN"
325193,7.41225719269205,17.5987606315182,1099,90837,"USAQUEN"
325604,7.09677539299632,18.9875260104918,1238,103445,"USAQUEN"
325403,7.0238683948497,18.751589189817,1457,121999,"USAQUEN"
325691,7.7139427521231,19.6244730390417,854,71604,"USAQUEN"
325637,7.28520184650799,19.2167383333132,1440,120171,"USAQUEN"
325389,7.53739133022251,19.0692957982504,1339,110991,"USAQUEN"
325672,7.72074242631374,19.8178356065571,1359,112702,"USAQUEN"
325829,7.72268789511857,20.2098576374478,1030,86115,"USAQUEN"
325785,7.76435164362397,20.2482305661691,1810,151069,"USAQUEN"
325841,7.10914432587024,20.3439774793843,844,70220,"USAQUEN"
326150,7.06146447041133,22.0992687573789,1246,103257,"USAQUEN"
325940,7.69996936866026,22.0537031299768,1053,87295,"USAQUEN"
326087,7.15360774499091,22.2936878996053,1187,99105,"USAQUEN"
326233,7.34288065825703,23.8032919370757,1948,163122,"USAQUEN"
326267,7.84181840973718,23.3121251371966,948,78956,"USAQUEN"
326286,7.80506907989394,23.6295310190061,751,62332,"USAQUEN"
321547,7.00204468309776,24.5151167601898,680,55689,"USAQUEN"
326472,7.07687064104967,24.6004083027003,1695,142027,"USAQUEN"
326433,7.41125981711657,24.8069968159187,1622,135679,"USAQUEN"
326345,7.34024004570464,24.2151513271313,1195,98694,"USAQUEN"
326550,7.99330152278738,25.865197777367,1646,137907,"USAQUEN"
326491,7.09882068267674,25.4267131781559,832,68579,"USAQUEN"
326758,7.92249566812499,26.1768429440949,930,77724,"USAQUEN"
326646,7.53101889486548,26.6374819764165,655,54460,"USAQUEN"
331037,7.91884363285278,27.4972213943767,1105,92255,"USAQUEN"
329176,8.04973463474328,14.5578856559778,1106,92217,"USAQUEN"
329269,8.0596372824551,14.9064213575924,927,77763,"USAQUEN"
329525,8.00520313801725,16.9002188561322,1317,108384,"USAQUEN"
329677,8.17355767613015,17.8351347527116,835,69690,"USAQUEN"
329770,8.73283461845652,18.2992768519625,603,50254,"USAQUEN"
329713,8.79610705145814,18.3341345099853,1760,146593,"USAQUEN"
285795,8.97651273126004,18.9363298381201,1335,111490,"USAQUEN"
329676,8.15098705042604,18.1187273749764,833,69690,"USAQUEN"
329944,8.78235774516498,19.9804727739856,1526,127172,"USAQUEN"
330220,8.48870727731729,20.9256063824972,960,80296,"USAQUEN"
330075,8.5418273023315,20.1085341908411,594,48986,"USAQUEN"
330152,8.3255490065181,20.0877911191431,1145,95493,"USAQUEN"
330210,8.87504489824874,20.518899106486,1501,125245,"USAQUEN"
330382,8.01751486047089,21.8437657982008,892,74049,"USAQUEN"
330316,8.11901018348223,21.7625804257578,1891,158441,"USAQUEN"
330330,8.58911449129222,21.4301446890033,750,62854,"USAQUEN"
330413,8.50478131315428,22.9080264713596,654,54617,"USAQUEN"
330490,8.35683643729488,23.8618292131948,1739,145593,"USAQUEN"
330580,8.65907721093626,24.8067769391692,1659,139007,"USAQUEN"
330549,8.96270030298768,24.6920843374138,738,61662,"USAQUEN"
330676,8.20648766027106,25.95191669117,848,71070,"USAQUEN"
330866,8.59744485024759,26.1606219625656,1722,144393,"USAQUEN"
326671,8.08485133733892,26.9169388636912,1184,97765,"USAQUEN"
330858,8.44902762814323,26.2284821158847,628,52354,"USAQUEN"
330800,8.26511144932937,26.543866660547,1398,116577,"USAQUEN"
330993,8.84588216339502,27.0659349479397,1125,94080,"USAQUEN"
331049,8.26504408098678,27.1003960868841,799,66873,"USAQUEN"
331381,8.34495873864942,29.0464463093376,1793,150394,"USAQUEN"
397944,9.38665796440043,13.5281604113562,1976,285147,"USAQUEN"
400577,9.97625950829476,13.3862165478595,1085,285176,"USAQUEN"
397937,9.84369825328638,13.5781644552495,1205,285216,"USAQUEN"
397982,9.80371386099763,13.7829567062052,1540,287997,"USAQUEN"
398076,9.5171466016809,14.3229225260217,1837,285295,"USAQUEN"
398122,9.07620891644545,14.7417300279168,1959,329308,"USAQUEN"
398064,9.55677352514166,14.2858118069442,1271,285349,"USAQUEN"
398097,9.52272462571188,14.0477818395731,1514,285339,"USAQUEN"
398102,9.62527090075908,14.8412516257078,926,285488,"USAQUEN"
398068,9.4855779186432,14.3510434237195,1989,285366,"USAQUEN"
398284,9.30044441576253,16.8935630549622,751,285515,"USAQUEN"
398343,9.02062028880589,16.7116923173868,1983,285582,"USAQUEN"
398596,9.63691326494176,18.0416275940847,1809,285815,"USAQUEN"
398585,9.83602026489493,18.9609329677922,2000,285850,"USAQUEN"
398543,9.51036901061518,18.5332958796067,697,285863,"USAQUEN"
398701,9.12193472436386,19.8184700183197,1948,286029,"USAQUEN"
398748,9.03322039897595,19.7489265396077,778,329947,"USAQUEN"
398762,9.37274255227443,20.673038809139,1189,286104,"USAQUEN"
398862,9.35004655201331,20.675681435192,1938,286190,"USAQUEN"
398931,9.72052430205565,21.9505651516252,1283,286282,"USAQUEN"
398872,9.57162253574584,21.2849474680187,545,286264,"USAQUEN"
439928,9.03279315783527,21.3944791815429,1659,286247,"USAQUEN"
398996,9.16184872993078,22.1510160468406,1027,286357,"USAQUEN"
398986,9.7458093816725,22.2563193485155,1581,286354,"USAQUEN"
399217,9.07778975870129,24.7079198025019,1446,286573,"USAQUEN"
399262,9.49016706869484,25.5532429160222,1377,286642,"USAQUEN"
399303,9.27816334817038,25.3824179719304,1242,286666,"USAQUEN"
399367,9.37392716590901,26.3276428290661,758,286760,"USAQUEN"
399377,9.93117962458066,26.6073340289854,1678,286805,"USAQUEN"
399420,9.82182340284419,26.6556415232528,1500,286781,"USAQUEN"
440598,9.04499626284136,27.8001958795778,558,330977,"USAQUEN"
399472,9.10629567343965,27.3542874587607,1728,286858,"USAQUEN"
399524,9.89599918175692,27.1084488704524,1935,286806,"USAQUEN"
399630,9.14139622661727,28.1114786709881,902,286998,"USAQUEN"
399631,9.14865857743142,28.6712144643484,810,286990,"USAQUEN"
397851,10.0727957143941,12.4510451122374,1838,285099,"USAQUEN"
400545,10.8892420854184,13.1846944393131,1177,287941,"USAQUEN"
402231,10.9619701476007,13.4015726391649,1011,289906,"USAQUEN"
400607,10.8157900300163,13.4717754683912,1467,288001,"USAQUEN"
400634,10.9697450348893,14.350190046002,1438,288094,"USAQUEN"
400686,10.9137122564445,17.4631657822456,1061,288135,"USAQUEN"
400688,10.6667915522134,17.6851244811136,1039,288179,"USAQUEN"
400773,10.9609473349084,18.957093024849,1517,288517,"USAQUEN"
401072,10.0365925445256,19.8810867732527,1405,288601,"USAQUEN"
400994,10.589704535823,19.7674903232791,1554,288456,"USAQUEN"
400971,10.4670208245569,19.3931246702975,1018,288497,"USAQUEN"
401108,10.1849846925274,20.3811110372189,1178,288526,"USAQUEN"
401120,10.181475875208,20.0097180414921,1785,288620,"USAQUEN"
401117,10.162295854968,20.4482271855392,1875,288578,"USAQUEN"
401274,10.5304592423858,22.7077690833037,1035,288760,"USAQUEN"
401286,10.2787469065306,22.4584964683655,1584,288763,"USAQUEN"
401336,10.376358211106,26.8271060491632,1556,288824,"USAQUEN"
399417,10.1055231155992,26.4196656702029,1942,286807,"USAQUEN"
401309,10.8741711003039,26.3591730743898,614,288816,"USAQUEN"
401380,10.8336636561436,26.986623568447,1099,288890,"USAQUEN"
401439,10.8384456406861,27.5875111527085,1652,288961,"USAQUEN"
401403,10.5277927154074,27.0932900960109,522,288991,"USAQUEN"
401671,10.880796003366,28.9173682009147,1225,289229,"USAQUEN"
401687,10.5312401124373,29.5413671017636,658,289196,"USAQUEN"
401688,10.5755618404563,29.3597275028695,657,289196,"USAQUEN"
402284,11.4748995804739,27.8707980510334,918,289970,"USAQUEN"
425144,5.63577205641091,15.3849506513396,1581,314447,"USAQUEN"
425220,5.5722454183195,15.5775308409489,1726,314421,"USAQUEN"
425265,5.07985647037111,15.5755359377328,535,308720,"USAQUEN"
430534,6.98502282228039,15.1427616504582,1459,319935,"USAQUEN"
430746,6.77725090485119,16.9727644498622,1301,320266,"USAQUEN"
430622,6.1463364317405,16.6612263521546,1869,314540,"USAQUEN"
430765,6.85747466118024,17.8168438017535,625,320268,"USAQUEN"
430761,6.65258254688687,18.0231256268023,1167,320338,"USAQUEN"
431039,6.07610189243826,19.0942359941332,1767,320434,"USAQUEN"
431038,6.44596345028628,19.431662590926,1375,320774,"USAQUEN"
435696,6.99074535989574,19.8255147345754,1933,325608,"USAQUEN"
435006,7.83551812156401,14.2574339866535,1411,324894,"USAQUEN"
435008,7.30019664059539,14.1096876854022,1632,324874,"USAQUEN"
434940,7.52991935887301,15.0755508990889,672,324816,"USAQUEN"
435089,7.21756646229818,15.287751987714,722,325016,"USAQUEN"
435036,7.7679207963288,15.0205719318649,1044,324934,"USAQUEN"
435275,7.74947058657113,16.771219243077,825,325107,"USAQUEN"
435348,7.71391239103783,17.8042673982031,992,325298,"USAQUEN"
439365,7.99712572910293,17.0896983837577,1176,329671,"USAQUEN"
435317,7.96031453906258,17.9805550930136,1674,325387,"USAQUEN"
435327,7.7239244002291,17.7788360082022,1312,325260,"USAQUEN"
435368,7.06942384013486,17.8407701346769,759,325210,"USAQUEN"
435371,7.10356435414777,17.844726451893,820,325296,"USAQUEN"
435376,7.42847171902174,17.3669359475775,1898,325203,"USAQUEN"
435493,7.10476267727976,18.4299162668786,1742,325357,"USAQUEN"
435666,7.73496505678429,19.2690869819445,1446,325636,"USAQUEN"
435820,7.40930106923024,19.9744664011379,1660,325812,"USAQUEN"
435681,7.7201452855203,19.6727315990049,1402,325653,"USAQUEN"
435877,7.6035261159321,20.8492159288961,1868,325847,"USAQUEN"
435868,7.26518290362758,20.315651650085,860,325658,"USAQUEN"
435974,7.47035856897844,21.3344053763293,515,325945,"USAQUEN"
435937,7.72458513051287,21.7514906190428,1160,325870,"USAQUEN"
435969,7.24637831838106,21.1920367480049,948,325881,"USAQUEN"
436064,7.16110736052004,22.6592760548688,1001,326017,"USAQUEN"
436160,7.63450066267631,22.8477772430323,1148,326088,"USAQUEN"
436139,7.28592063959508,22.4841808742509,839,326101,"USAQUEN"
436301,7.87275133627162,23.262618244329,1059,326292,"USAQUEN"
436130,7.34877384005555,23.0144569305763,660,326089,"USAQUEN"
436561,7.30575606850856,25.6005456068047,689,326570,"USAQUEN"
436634,7.85659907763091,26.0483834929313,1700,326541,"USAQUEN"
436464,7.4805273811559,26.1113705094929,1303,326504,"USAQUEN"
436581,7.08615858763311,26.7467595921647,1036,326756,"USAQUEN"
436841,7.56314633008788,27.8222246372533,1203,326792,"USAQUEN"
436842,7.71939565062379,27.6881284290479,1195,326792,"USAQUEN"
398069,8.99423976649715,14.0794132631362,599,285288,"USAQUEN"
438841,8.86856153004605,14.0231268642819,872,329090,"USAQUEN"
439059,8.11879371222014,15.297371750699,1698,329405,"USAQUEN"
439141,8.55058778597853,15.8370318113181,600,329319,"USAQUEN"
439224,8.57167902234394,16.6752039188344,1853,329469,"USAQUEN"
435247,8.08645958099232,16.5901997445453,1204,325040,"USAQUEN"
439150,8.20056509089217,16.5414565899486,595,329466,"USAQUEN"
439255,8.26741774200277,16.934133618476,934,329600,"USAQUEN"
439315,8.03738119728415,17.8276190974397,939,329575,"USAQUEN"
439300,8.0630818841685,17.4036120067014,657,329571,"USAQUEN"
439405,8.94698079804257,17.0683264851411,704,329562,"USAQUEN"
439413,8.60501485519916,18.6863895846813,1506,329755,"USAQUEN"
439473,8.1852105737567,18.8626039106022,1255,329762,"USAQUEN"
439515,8.71810896757468,18.5193054408816,1655,329714,"USAQUEN"
439713,8.92731257173201,19.5674516623959,1174,330021,"USAQUEN"
439701,8.42482505863806,19.6879018051108,1992,329987,"USAQUEN"
439763,8.67797464769015,19.9106905704826,738,330166,"USAQUEN"
398786,8.93099712855991,20.2398986824856,1282,286194,"USAQUEN"
439872,8.91033041880947,20.0876262084658,1371,330121,"USAQUEN"
439807,8.32412989766716,20.4047640212535,1174,330188,"USAQUEN"
439968,8.7457710994588,21.8327517145214,1324,330393,"USAQUEN"
